数据来源,车辆全称,品牌车系,新车的价格,二手车的成交价,车况校正价,使用年限,车辆评级,车辆大类,车辆小类,车辆属性,城市,行驶里程,残值率,rounded_year
优信拍,大众 宝来三厢 2020款 1.5 自动 舒适型,大众-宝来,13.5,5.1,5.1,5.17,中,轿车,紧凑型车,合资,天津,3.87,0.3777777777777777,5.0
优信拍,吉利汽车 远景X6 2016款 1.3T 自动 旗舰型,全球鹰-远景,6.99,1.34,1.34,9.0,中,轿车,紧凑型车,国产,长沙,7.74,0.1917024320457797,9.0
有辆,海马 福美来四代 2015款 1.6 手动 风尚型,海马-福美来,7.49,0.3,0.3,9.83,中,轿车,紧凑型车,国产,北京,15.49,0.0400534045393858,10.0
优信拍,日产 天籁 2008款 2.5 自动 公爵XV尊雅版,日产-天籁,26.28,0.89,1.02,14.83,差,轿车,中型车,合资,杭州,18.25,0.0388127853881278,15.0
有辆,日产 轩逸 2009款 2.0 无级 XL 豪华天窗版,日产-轩逸,16.18,0.8,0.91,15.17,差,轿车,紧凑型车,合资,北京,10.49,0.0562422744128553,15.0
优信拍,奥迪 Q3 2017款 2.0T 自动 35TFSI时尚型前驱,奥迪-Q3,34.28,5.9,5.9,7.92,中,SUV,紧凑型车,合资,南昌,12.14,0.1721120186697783,8.0
有辆,宝骏 730 2016款 1.5T 手动 标准型7座,宝骏-730,7.38,1.86,1.86,8.33,中,MPV,紧凑型车,国产,昆明,7.84,0.2520325203252033,8.0
优信拍,哈弗 哈弗H1 2015款 1.5 自动 豪华型,哈弗-H1,7.79,0.8,0.8,9.75,中,SUV,小型车,国产,石家庄,13.44,0.1026957637997432,10.0
优信拍,长安 CS55 2017款 1.5T 自动 炫动型,长安-CS55,11.39,2.73,3.12,7.5,差,SUV,紧凑型车,国产,北京,20.07,0.2739244951712028,8.0
有辆,起亚 K2-三厢 2015款 1.4 手动 GLS,起亚-K2,7.99,0.68,0.78,9.33,差,轿车,小型车,合资,成都,11.87,0.097622027534418,9.0
优信拍,福特 蒙迪欧 2010款 2.3 自动 致胜时尚型,福特-蒙迪欧,17.98,0.41,0.38,14.75,优,轿车,中型车,合资,深圳,3.99,0.0211345939933259,15.0
优信拍,日产 逍客 2017款 2.0L CVT豪华版 国V,日产-逍客,16.88,3.97,3.97,8.0,中,SUV,紧凑型车,合资,广州,5.91,0.2351895734597156,8.0
优信拍,别克 英朗两厢 2014款 1.6 自动 XT舒适型,别克-英朗,14.49,0.66,0.6,10.33,优,轿车,紧凑型车,合资,常州,7.63,0.041407867494824,10.0
优信拍,大众 捷达 2017款 1.4 手动 时尚型,大众-捷达,7.99,2.3,2.3,7.17,中,轿车,紧凑型车,合资,盘锦,12.75,0.2878598247809762,7.0
优信拍,哈弗 哈弗H2 2018款 蓝标 1.5T 双离合两驱豪华型,哈弗-H2,10.8,2.78,2.78,7.92,中,SUV,小型车,国产,北京,9.73,0.2574074074074073,8.0
优信拍,启辰 R50X 2013款 1.6 自动,启辰-R50,8.48,1.18,1.18,10.25,中,轿车,紧凑型车,国产,济南,11.93,0.1391509433962264,10.0
有辆,丰田 卡罗拉 2009款 1.6 手动 GL 天窗特别版,丰田-卡罗拉,12.38,0.64,0.64,15.42,中,轿车,紧凑型车,合资,南昌,15.9,0.0516962843295638,15.0
优信拍,现代 名图 2016款 1.8 自动 尊贵型DLX,现代-名图,15.98,1.8,2.06,9.17,差,轿车,中型车,合资,武汉,8.94,0.1289111389236545,9.0
优信拍,本田 思域 2016款 1.5T 自动 220TURBO尊贵版,本田-思域,15.59,5.38,4.92,8.0,优,轿车,紧凑型车,合资,大庆,14.99,0.3155869146889031,8.0
优信拍,比亚迪 S7 2015款 2.0T 自动 升级版旗舰型,比亚迪-S7,13.99,0.93,0.85,9.5,优,SUV,中型车,国产,遵义,10.4,0.0607576840600428,10.0
优信拍,奥迪 Q5 2013款 2.0T 自动 40TFSI技术型,奥迪-Q5,42.76,4.2,4.2,10.42,中,SUV,中型车,合资,广州,18.0,0.09822263797942,10.0
优信拍,江汽集团 瑞风S3 2014款 1.5 手动 豪华智能型,江淮-瑞风,7.48,0.51,0.47,9.92,优,SUV,小型车,国产,上海,9.5,0.0628342245989304,10.0
有辆,大众 帕萨特 2014款 2.0TSI 双离合 御尊版,大众-帕萨特,25.78,2.71,2.71,11.17,中,轿车,中型车,合资,沈阳,16.1,0.1051202482544608,11.0
有辆,大众 宝来 2014款 1.6 手动 舒适版,大众-宝来,11.63,1.34,1.34,9.67,中,轿车,紧凑型车,合资,南昌,15.4,0.115219260533104,10.0
优信拍,宝骏 510 2017款 1.5 手动 豪华型,宝骏-510,6.98,1.21,1.38,8.67,差,SUV,小型车,国产,南昌,10.15,0.1977077363896847,9.0
优信拍,福特 蒙迪欧 2011款 2.0T 自动 GTDi240致胜豪华运动型,福特-蒙迪欧,23.78,0.92,0.92,12.33,中,轿车,中型车,合资,长春,7.6,0.0386879730866274,12.0
优信拍,本田 XR-V 2017款 1.8 自动 EXi舒适版,本田-XR-V,13.98,4.91,4.91,7.0,中,SUV,小型车,合资,合肥,7.57,0.3512160228898426,7.0
优信拍,大众 朗逸三厢 2011款 1.6 自动 品悠版,大众-朗逸,15.33,0.58,0.58,14.17,中,轿车,紧凑型车,合资,深圳,15.81,0.0378343118069145,14.0
优信拍,铃木 奥拓 2009款 1.0 手动 豪华型,铃木-奥拓,4.99,0.25,0.29,13.0,差,轿车,微型车,合资,北京,21.41,0.0581162324649298,13.0
优信拍,长安 逸动XT 2016款 1.6 自动 俊酷型,长安-逸动,8.19,1.35,1.35,8.75,中,轿车,紧凑型车,国产,太原,7.34,0.1648351648351648,9.0
优信拍,荣威 荣威i5 2020款 1.5 自动 4G互联领豪旗舰版,荣威-i5,9.29,2.77,2.53,4.42,优,轿车,紧凑型车,国产,济南,4.34,0.2723358449946179,4.0
有辆,别克 昂科拉 2015款 1.4T 手自一体 两驱都市精英型,别克-昂科拉,14.99,1.03,1.18,10.33,差,SUV,小型车,合资,北京,17.5,0.0787191460973982,10.0
优信拍,大众 速腾 2014款 1.6 自动 舒适型,大众-速腾,15.08,2.1,2.1,11.75,中,轿车,紧凑型车,合资,潍坊,14.53,0.1392572944297082,12.0
有辆,传祺 GS4 2016款 1.5T 手动 235T 豪华版,传祺-GS4,12.38,1.81,1.66,9.08,优,SUV,紧凑型车,国产,中山,5.08,0.1340872374798061,9.0
有辆,大众 朗逸 2013款 1.6 手自一体 风尚版(改款),大众-朗逸,11.98,0.76,0.87,11.92,差,轿车,紧凑型车,合资,宁波,23.4,0.0726210350584307,12.0
优信拍,宝马 5系 2024款 2.0T 自动 530Li 尊享型 豪华套装,宝马-5系,52.59,33.11,33.11,1.5,中,轿车,中大型车,合资,北京,0.74,0.62958737402548,2.0
优信拍,长安 CS55 2018款 1.5T 手动 炫色型,长安-CS55,9.09,1.85,1.85,5.83,中,SUV,紧凑型车,国产,台州,6.22,0.2035203520352035,6.0
优信拍,大众 速腾 2015款 1.4T 自动 230TSI舒适型,大众-速腾,16.08,2.3,2.63,9.83,差,轿车,紧凑型车,合资,北京,22.38,0.1635572139303482,10.0
有辆,奥迪 A6L 2011款 2.0TFSI 无级 标准型,奥迪-A6,37.75,1.86,2.13,12.83,差,轿车,中大型车,合资,北京,28.36,0.0564238410596026,13.0
优信拍,大众 POLO两厢 2019款 1.5 自动 Plus全景乐享版,大众-POLO,10.99,4.3,4.3,5.08,中,轿车,小型车,合资,重庆,7.45,0.3912647861692447,5.0
有辆,起亚 智跑 2012款 2.0 手自一体 两驱 GL,起亚-智跑,20.98,1.2,1.2,12.92,中,SUV,紧凑型车,合资,杭州,17.37,0.0571973307912297,13.0
有辆,日产 逍客 2016款 1.2T 无级 XE 时尚版,日产-逍客,14.98,3.15,3.15,8.58,中,SUV,紧凑型车,合资,红河哈尼族彝族自治州,14.66,0.2102803738317757,9.0
有辆,现代 悦纳 2016款 1.4 手自一体 GLS 炫酷版,现代-悦纳,8.78,1.5,1.5,7.75,中,轿车,小型车,合资,三亚,10.3,0.1708428246013667,8.0
优信拍,现代 伊兰特三厢 2005款 1.6 自动 舒适型GL,现代-伊兰特,9.88,0.34,0.31,19.58,优,轿车,紧凑型车,合资,广州,11.84,0.0313765182186234,20.0
有辆,奥迪 A6L 2012款 2.0TFSI 无级 标准型,奥迪-A6,40.98,3.6,3.6,12.58,中,轿车,中大型车,合资,成都,40.2,0.0878477306002928,13.0
优信拍,吉利汽车 博越 2020款 1.8T 自动 智慧PRO,吉利-博越,9.98,4.71,4.31,5.25,优,SUV,紧凑型车,国产,武汉,7.5,0.4318637274549097,5.0
优信拍,启辰 R50 2013款 1.6 手动 豪华版,启辰-R50,7.58,0.62,0.62,11.75,中,轿车,紧凑型车,国产,北京,13.86,0.0817941952506596,12.0
优信拍,哈弗 哈弗M6 2021款 1.5T 自动 DCT豪华智联型PLUS,哈弗-M6,8.79,3.6,3.6,4.0,中,SUV,紧凑型车,国产,镇江,5.99,0.4095563139931741,4.0
优信拍,比亚迪 元新能源 2019款 EV535 智联领潮型,比亚迪-元,11.99,2.99,2.99,4.67,中,SUV,小型车,国产,杭州,7.53,0.2493744787322769,5.0
优信拍,哈弗 哈弗H1 2016款 1.5 手动 红标豪华型,哈弗-H1,7.19,0.85,0.85,9.17,中,SUV,小型车,国产,湘潭,14.2,0.1182197496522948,9.0
优信拍,福特 福克斯两厢 2013款 1.8 自动 经典基本型,福特-福克斯,11.53,0.43,0.4,12.75,优,轿车,紧凑型车,合资,广州,6.14,0.0346921075455333,13.0
优信拍,大众 宝来三厢 2014款 1.6 手动 舒适型,大众-宝来,11.33,1.5,1.37,9.83,优,轿车,紧凑型车,合资,遵义,9.32,0.1209179170344219,10.0
优信拍,Jeep 指南者(进口) 2014款 2.4 自动 运动版四驱 (进口),Jeep-指南者,24.18,1.54,1.54,11.5,中,SUV,紧凑型车,合资,广州,10.55,0.0636889991728701,12.0
有辆,长安 CS75 2014款 1.8T 手自一体 精英型,长安-CS75,13.58,1.1,1.26,10.67,差,SUV,紧凑型车,国产,重庆,13.15,0.0927835051546391,11.0
优信拍,别克 威朗三厢 2017款 1.5 自动 15S领先型,别克-威朗,15.59,1.64,1.64,8.25,中,轿车,紧凑型车,合资,深圳,10.68,0.1051956382296343,8.0
优信拍,大众 迈腾 2017款 1.8T 自动 330TSI领先型,大众-迈腾,21.99,5.61,5.61,8.0,中,轿车,中型车,合资,苏州,13.01,0.2551159618008186,8.0
优信拍,马自达 CX-5 2019款 2.0 自动 云控版舒适型前驱,马自达-CX-5,18.98,5.17,5.17,5.92,中,SUV,紧凑型车,合资,南宁,5.69,0.2723919915700737,6.0
优信拍,大众 桑塔纳 2015款 1.6 手动 舒适版,大众-桑塔纳,9.69,1.35,1.54,9.33,差,轿车,紧凑型车,合资,天津,12.73,0.1589267285861713,9.0
有辆,日产 逍客 2012款 2.0 无级 XL 火 两驱,日产-逍客,15.18,1.01,1.01,11.92,中,SUV,紧凑型车,合资,成都,20.2,0.0665349143610013,12.0
