sample_idx,family_curve,allow_curve_fallback_curve,vehicle_name,brand,series,brand_series,grade,years,mileage_wan,city,actual_price,price_seg,age_seg,energy_type,mileage_bucket,price_extreme_bucket,success_curve,error_message_curve,new_price_curve,predicted_price_curve,residual_rate_curve,c2b_low_curve,c2b_high_curve,b2b_low_curve,b2b_high_curve,hit_c2b_curve,hit_b2b_curve,abs_error_curve,abs_pct_error_curve,debug_model_used_curve,debug_model_name_curve,debug_model_type_curve,debug_model_family_curve,debug_final_model_family_curve,debug_requested_model_family_curve,debug_fallback_triggered_curve,debug_fallback_reason_curve,family_lightgbm,allow_curve_fallback_lightgbm,success_lightgbm,error_message_lightgbm,new_price_lightgbm,predicted_price_lightgbm,residual_rate_lightgbm,c2b_low_lightgbm,c2b_high_lightgbm,b2b_low_lightgbm,b2b_high_lightgbm,hit_c2b_lightgbm,hit_b2b_lightgbm,abs_error_lightgbm,abs_pct_error_lightgbm,debug_model_used_lightgbm,debug_model_name_lightgbm,debug_model_type_lightgbm,debug_model_family_lightgbm,debug_final_model_family_lightgbm,debug_requested_model_family_lightgbm,debug_fallback_triggered_lightgbm,debug_fallback_reason_lightgbm
92,curve,True,现代/朗动/2015款 1.6 手动 GLX领先型,现代,朗动,现代-朗动,中,10.75,9.444,济南,1.56,1-3万,>10年,燃油,低里程,中间价,True,,11.98,1.72,0.1437,1.45,1.77,1.51,1.93,True,True,0.15999999999999992,10.25641025641025,car_type,SUV-小型车-合资,Polynomial,curve,curve,curve,False,,lightgbm,False,True,,11.98,2.6,0.2172,2.23,2.71,2.34,2.85,False,False,1.04,66.66666666666666,car_type,SUV-小型车-合资,LightGBM,lightgbm,lightgbm,lightgbm,False,
93,curve,True,大众/探岳GTE/2020款 1.4T 自动 豪华型 混动,大众,探岳GTE,大众-探岳GTE,中,5.08,6.824,上海,6.4,5-10万,5-8年,新能源,低里程,中间价,True,,17.59,6.19,0.3519,5.42,6.45,5.64,6.71,True,True,0.20999999999999996,3.2812499999999996,car_type,轿车-紧凑型车-合资,Polynomial,curve,curve,curve,False,,lightgbm,False,True,,17.59,6.14,0.3492,5.38,6.4,5.6,6.66,True,True,0.2600000000000007,4.062500000000011,car_type,轿车-紧凑型车-合资,LightGBM,lightgbm,lightgbm,lightgbm,False,
94,curve,True,"中升车源
日产/天籁/2013款 2.0 自动 XL舒适版","中升车源
日产",天籁,"中升车源
日产-天籁",差,12.08,10.8558,无锡,2.68,1-3万,>10年,燃油,高里程,中间价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
95,curve,True,大众/途观/2012款 2.0T 自动 旗舰版四驱,大众,途观,大众-途观,中,14.08,15.8371,北京,2.02,1-3万,>10年,燃油,高里程,中间价,True,,30.98,1.69,0.0546,1.42,1.73,1.49,1.89,False,False,0.33000000000000007,16.33663366336634,brand_series,大众-途观,Polynomial(segmented),curve,curve,curve,False,,lightgbm,False,True,,30.98,2.54,0.0819,2.17,2.64,2.28,2.78,False,False,0.52,25.742574257425744,brand_series,大众-途观,LightGBM,lightgbm,lightgbm,lightgbm,False,
96,curve,True,比亚迪/汉/2025款 DM-i 智驾版 125KM激光雷达旗舰型,比亚迪,汉,比亚迪-汉,优,0.75,0.586,泉州,13.02,10-20万,0-3年,新能源,低里程,极端高价,True,,21.98,13.08,0.595,13.23,14.2,13.65,14.66,False,False,0.0600000000000005,0.46082949308756144,brand_series,比亚迪-汉,Exponential(segmented),curve,curve,curve,False,,lightgbm,False,True,,21.98,13.68,0.6222,13.86,14.87,14.27,15.32,False,False,0.6600000000000001,5.069124423963134,brand_series,比亚迪-汉,LightGBM,lightgbm,lightgbm,lightgbm,False,
97,curve,True,"中升车源
日产/风度/2004款 2.0 自动 G (进口)","中升车源
日产",风度,"中升车源
日产-风度",优,21.75,0.0,大连,0.81,<1万,>10年,燃油,低里程,极端低价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
98,curve,True,福特/福克斯两厢/2013款 1.8 自动 经典基本型,福特,福克斯两厢,福特-福克斯两厢,中,12.67,17.9986,武汉,0.68,<1万,>10年,燃油,高里程,极端低价,True,,11.53,1.14,0.0989,0.92,1.14,0.99,1.29,False,False,0.45999999999999985,67.64705882352938,car_type,轿车-紧凑型车-合资,Polynomial,curve,curve,curve,False,,lightgbm,False,True,,11.53,1.05,0.0915,0.85,1.04,0.9,1.2,False,False,0.37,54.41176470588235,car_type,轿车-紧凑型车-合资,LightGBM,lightgbm,lightgbm,lightgbm,False,
99,curve,True,大众/途观/2013款 1.8T 自动 豪华版前驱,大众,途观,大众-途观,中,12.25,21.6992,北京,2.29,1-3万,>10年,燃油,高里程,中间价,True,,27.68,2.25,0.0812,1.91,2.33,2.02,2.46,True,True,0.040000000000000036,1.746724890829696,brand_series,大众-途观,Polynomial(segmented),curve,curve,curve,False,,lightgbm,False,True,,27.68,2.7,0.0975,2.32,2.81,2.43,2.95,False,False,0.41000000000000014,17.903930131004373,brand_series,大众-途观,LightGBM,lightgbm,lightgbm,lightgbm,False,
100,curve,True,丰田/汉兰达/2009款 2.7 自动 豪华版7座前驱,丰田,汉兰达,丰田-汉兰达,中,15.08,20.1426,东莞,2.21,1-3万,>10年,燃油,高里程,中间价,True,,29.88,2.46,0.0823,2.1,2.56,2.21,2.69,True,True,0.25,11.312217194570136,brand_series,丰田-汉兰达,Power(segmented),curve,curve,curve,False,,lightgbm,False,True,,29.88,2.48,0.0828,2.12,2.58,2.23,2.71,True,False,0.27,12.217194570135748,brand_series,丰田-汉兰达,LightGBM,lightgbm,lightgbm,lightgbm,False,
101,curve,True,"中升车源
日产/阳光/2011款 1.5 自动 XE舒适版","中升车源
日产",阳光,"中升车源
日产-阳光",差,11.83,13.5935,无锡,1.01,1-3万,>10年,燃油,高里程,中间价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
102,curve,True,福特/福睿斯/2017款 1.5 自动 舒适型 改款,福特,福睿斯,福特-福睿斯,中,8.25,8.4204,株洲,1.52,1-3万,8-10年,燃油,低里程,中间价,True,,10.78,1.67,0.1549,1.4,1.71,1.47,1.87,True,True,0.1499999999999999,9.868421052631573,brand_series,福特-福睿斯,Exponential(segmented),curve,curve,curve,False,,lightgbm,False,True,,10.78,1.89,0.1754,1.6,1.95,1.66,2.12,False,False,0.3699999999999999,24.342105263157887,brand_series,福特-福睿斯,LightGBM,lightgbm,lightgbm,lightgbm,False,
103,curve,True,比亚迪/海豚/2021款 自动 405km 自由版,比亚迪,海豚,比亚迪-海豚,中,2.83,8.2266,唐山,3.22,3-5万,0-3年,燃油,低里程,中间价,True,,10.88,4.65,0.4278,4.05,4.86,4.22,5.07,False,False,1.4300000000000002,44.409937888198755,brand_series,比亚迪-海豚,Polynomial(segmented),curve,curve,curve,False,,lightgbm,False,True,,10.88,4.62,0.4251,4.03,4.83,4.2,5.03,False,False,1.4,43.47826086956521,brand_series,比亚迪-海豚,LightGBM,lightgbm,lightgbm,lightgbm,False,
104,curve,True,别克/昂科威Plus/2017款 2.0T 自动 28T精英型四驱,别克,昂科威Plus,别克-昂科威Plus,中,9.08,9.8035,重庆,4.0,3-5万,8-10年,燃油,低里程,中间价,True,,26.99,4.67,0.1731,4.07,4.88,4.24,5.09,False,False,0.6699999999999999,16.75,car_type,SUV-中型车-合资,Polynomial,curve,curve,curve,False,,lightgbm,False,True,,26.99,4.47,0.1657,3.89,4.68,4.06,4.87,True,False,0.46999999999999975,11.749999999999993,car_type,SUV-中型车-合资,LightGBM,lightgbm,lightgbm,lightgbm,False,
105,curve,True,比亚迪/海豹06 DM-i旅行版/2025款 DM-i 150KM旗舰型,比亚迪,海豹06 DM-i旅行版,比亚迪-海豹06 DM-i旅行版,优,0.5,0.1394,海口,9.18,5-10万,0-3年,新能源,低里程,中间价,True,,17.58,9.84,0.5597,9.89,10.67,10.28,11.09,False,False,0.6600000000000001,7.189542483660133,car_type,SUV-紧凑型车-国产,Exponential,curve,curve,curve,False,,lightgbm,False,True,,17.58,9.78,0.5561,9.82,10.6,10.22,11.02,False,False,0.5999999999999996,6.535947712418297,car_type,SUV-紧凑型车-国产,LightGBM,lightgbm,lightgbm,lightgbm,False,
106,curve,True,大众/速腾/2012款 1.4T 自动 豪华型,大众,速腾,大众-速腾,差,13.58,23.0365,长春,1.37,1-3万,>10年,燃油,高里程,中间价,True,,16.78,1.37,0.0813,0.97,1.18,1.03,1.35,False,False,0.0,0.0,brand_series,大众-速腾,Polynomial(segmented),curve,curve,curve,False,,lightgbm,False,True,,16.78,1.14,0.0682,0.79,0.97,0.85,1.15,False,False,0.2300000000000002,16.788321167883225,brand_series,大众-速腾,LightGBM,lightgbm,lightgbm,lightgbm,False,
107,curve,True,大众/高尔夫/2015款 1.4T 自动 舒适型,大众,高尔夫,大众-高尔夫,中,10.25,20.5176,曲靖,2.9,1-3万,>10年,燃油,高里程,中间价,True,,17.19,3.29,0.1912,2.84,3.44,2.97,3.59,True,False,0.3900000000000001,13.44827586206897,brand_series,大众-高尔夫,Exponential(segmented),curve,curve,curve,False,,lightgbm,False,True,,17.19,3.15,0.1832,2.72,3.29,2.84,3.44,True,True,0.25,8.620689655172415,brand_series,大众-高尔夫,LightGBM,lightgbm,lightgbm,lightgbm,False,
108,curve,True,丰田/卡罗拉/2016款 1.8 自动 精英版双擎 混动,丰田,卡罗拉,丰田-卡罗拉,差,9.17,19.6495,北京,3.0,3-5万,8-10年,新能源,高里程,中间价,True,,14.38,3.42,0.2379,2.56,3.08,2.68,3.22,True,True,0.41999999999999993,13.999999999999998,brand_series,丰田-卡罗拉,Power(segmented),curve,curve,curve,False,,lightgbm,False,True,,14.38,3.49,0.2426,2.62,3.15,2.73,3.28,True,True,0.4900000000000002,16.333333333333343,brand_series,丰田-卡罗拉,LightGBM,lightgbm,lightgbm,lightgbm,False,
109,curve,True,现代/ix35/2012款 2.0 自动 GLS精英版前驱,现代,ix35,现代-ix35,中,12.58,9.7407,北京,1.5,1-3万,>10年,燃油,低里程,中间价,True,,19.68,1.29,0.0656,1.06,1.3,1.14,1.44,False,False,0.20999999999999996,13.999999999999998,brand_series,现代-ix35,Polynomial(segmented),curve,curve,curve,False,,lightgbm,False,True,,19.68,1.31,0.0667,1.08,1.32,1.15,1.47,False,False,0.18999999999999995,12.666666666666663,brand_series,现代-ix35,LightGBM,lightgbm,lightgbm,lightgbm,False,
110,curve,True,本田/凌派/2019款 1.0T 自动 180Turbo豪华版 国VI,本田,凌派,本田-凌派,优,5.58,4.0604,石家庄,4.33,3-5万,5-8年,燃油,低里程,中间价,True,,11.98,3.41,0.2844,3.42,3.74,3.58,3.91,False,False,0.9199999999999999,21.247113163972283,brand_series,本田-凌派,Exponential(segmented),curve,curve,curve,False,,lightgbm,False,True,,11.98,3.39,0.2828,3.4,3.72,3.56,3.89,False,False,0.94,21.709006928406467,brand_series,本田-凌派,LightGBM,lightgbm,lightgbm,lightgbm,False,
111,curve,True,五菱汽车/宏光/2010款 1.2L 手动 基本型国IV,五菱汽车,宏光,五菱汽车-宏光,优,12.0,2.6605,武汉,0.47,<1万,>10年,燃油,低里程,极端低价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
112,curve,True,大众/朗逸/2013款 1.6 自动 经典舒适版 改款,大众,朗逸,大众-朗逸,中,12.33,17.0794,北京,1.79,1-3万,>10年,燃油,高里程,中间价,True,,13.79,1.23,0.0891,1.0,1.23,1.08,1.38,False,False,0.56,31.28491620111732,brand_series,大众-朗逸,Polynomial(segmented),curve,curve,curve,False,,lightgbm,False,True,,13.79,1.44,0.1047,1.2,1.47,1.27,1.61,False,False,0.3500000000000001,19.553072625698327,brand_series,大众-朗逸,LightGBM,lightgbm,lightgbm,lightgbm,False,
113,curve,True,日产/骊威/2008款 1.6 自动 GX劲锐版智能型,日产,骊威,日产-骊威,优,16.0,19.1644,佛山,0.79,<1万,>10年,燃油,高里程,极端低价,True,,11.28,0.6,0.0531,0.52,0.57,0.46,0.86,False,True,0.19000000000000006,24.050632911392412,brand_series,日产-骊威,Polynomial(segmented),curve,curve,curve,False,,lightgbm,False,True,,11.28,0.44,0.0391,0.35,0.39,0.28,0.68,False,False,0.35000000000000003,44.30379746835443,brand_series,日产-骊威,LightGBM,lightgbm,lightgbm,lightgbm,False,
114,curve,True,马自达/马3昂克赛拉三厢/2017款 1.5 自动 尊贵型 国V,马自达,马3昂克赛拉三厢,马自达-马3昂克赛拉三厢,中,7.58,4.7227,大连,3.7,3-5万,5-8年,燃油,低里程,中间价,True,,18.98,4.79,0.2523,4.17,5.0,4.35,5.21,False,False,1.0899999999999999,29.459459459459453,car_type,SUV-紧凑型车-合资,Polynomial,curve,curve,curve,False,,lightgbm,False,True,,18.98,4.81,0.2534,4.19,5.02,4.37,5.23,False,False,1.1099999999999994,29.999999999999982,car_type,SUV-紧凑型车-合资,LightGBM,lightgbm,lightgbm,lightgbm,False,
115,curve,True,"中升车源
丰田/威兰达/2020款 2.5 自动 双擎豪华版四驱 混动","中升车源
丰田",威兰达,"中升车源
丰田-威兰达",优,5.08,14.653,营口,9.13,5-10万,5-8年,新能源,高里程,中间价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
116,curve,True,蔚来/蔚来ES6/2020款 420KM 运动版 纯电动,蔚来,蔚来ES6,蔚来-蔚来ES6,中,5.0,16.2841,嘉兴,10.97,10-20万,5-8年,新能源,高里程,极端高价,True,,52.6,14.27,0.2712,12.88,14.86,13.23,15.27,False,False,3.299999999999999,30.08204193254329,car_type,SUV-中型车-国产,Exponential,curve,curve,curve,False,,lightgbm,False,True,,52.6,8.54,0.1624,7.53,8.85,7.84,9.22,False,False,2.4300000000000015,22.15132178669099,car_type,SUV-中型车-国产,LightGBM,lightgbm,lightgbm,lightgbm,False,
117,curve,True,江铃/宝典/2020款2.5T柴油 手动 两驱舒享版长轴 JX4D25A6L,江铃,宝典,江铃-宝典,差,5.17,7.0137,石家庄,3.48,3-5万,5-8年,燃油,低里程,中间价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
118,curve,True,名爵/MG5/2021款 改款 1.5T 自动 300TGI DCT青奢豪享版,名爵,MG5,名爵-MG5,优,4.0,8.5802,昆明,4.08,3-5万,3-5年,燃油,低里程,中间价,True,,17.68,5.19,0.2934,5.22,5.69,5.44,5.92,False,False,1.1100000000000003,27.205882352941185,car_type,轿车-紧凑型车-国产,Exponential,curve,curve,curve,False,,lightgbm,False,True,,17.68,4.63,0.2618,4.66,5.08,4.85,5.29,False,False,0.5499999999999998,13.480392156862742,car_type,轿车-紧凑型车-国产,LightGBM,lightgbm,lightgbm,lightgbm,False,
119,curve,True,宝马/5系/2014款 2.0T 自动 525Li豪华设计套装,宝马,5系,宝马-5系,差,10.25,16.0657,上海,5.83,5-10万,>10年,燃油,高里程,中间价,True,,46.66,6.14,0.1316,4.71,5.58,4.9,5.81,False,False,0.3099999999999996,5.317324185248707,brand_series,宝马-5系,Polynomial(segmented),curve,curve,curve,False,,lightgbm,False,True,,46.66,6.09,0.1306,4.67,5.54,4.86,5.77,False,False,0.2599999999999998,4.459691252144079,brand_series,宝马-5系,LightGBM,lightgbm,lightgbm,lightgbm,False,
120,curve,True,马自达/马3昂克赛拉三厢/2017款 1.5 自动 豪华型 国V,马自达,马3昂克赛拉三厢,马自达-马3昂克赛拉三厢,中,8.42,9.1535,杭州,2.43,1-3万,8-10年,燃油,低里程,中间价,True,,19.98,4.39,0.2197,3.82,4.59,3.98,4.78,False,False,1.9599999999999995,80.65843621399175,car_type,SUV-紧凑型车-合资,Polynomial,curve,curve,curve,False,,lightgbm,False,True,,19.98,4.18,0.2092,3.63,4.37,3.79,4.55,False,False,1.7499999999999996,72.01646090534976,car_type,SUV-紧凑型车-合资,LightGBM,lightgbm,lightgbm,lightgbm,False,
121,curve,True,日产/途达/2020款 2.5 自动 豪华版四驱,日产,途达,日产-途达,优,5.58,10.0292,潍坊,7.56,5-10万,5-8年,燃油,低里程,中间价,True,,24.73,7.34,0.2969,7.38,8.0,7.69,8.33,True,False,0.21999999999999975,2.9100529100529067,car_type,轿车-紧凑型车-合资,Polynomial,curve,curve,curve,False,,lightgbm,False,True,,24.73,6.93,0.28,6.96,7.55,7.25,7.86,False,True,0.6299999999999999,8.333333333333332,car_type,轿车-紧凑型车-合资,LightGBM,lightgbm,lightgbm,lightgbm,False,
122,curve,True,别克/昂科威Plus/2016款 1.5T 自动 20T精英型前驱,别克,昂科威Plus,别克-昂科威Plus,中,9.17,18.0325,呼和浩特,3.7,3-5万,8-10年,燃油,高里程,中间价,True,,23.98,4.27,0.1779,3.71,4.46,3.87,4.65,False,False,0.5699999999999994,15.40540540540539,car_type,轿车-中型车-合资,Polynomial,curve,curve,curve,False,,lightgbm,False,True,,23.98,3.79,0.1581,3.29,3.96,3.43,4.14,True,True,0.08999999999999986,2.4324324324324285,car_type,轿车-中型车-合资,LightGBM,lightgbm,lightgbm,lightgbm,False,
123,curve,True,"中升车源
大众/帕萨特/2015款 1.8TSI 自动 DSG御尊版","中升车源
大众",帕萨特,"中升车源
大众-帕萨特",差,10.0,21.9051,东莞,3.01,3-5万,>10年,燃油,高里程,中间价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
124,curve,True,"中升车源
别克/君越/2014款 2.0T 自动 智享旗舰型","中升车源
别克",君越,"中升车源
别克-君越",差,9.92,13.6146,连云港,3.5,3-5万,8-10年,燃油,高里程,中间价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
125,curve,True,长安/CS35/2016款 1.6 手动 豪华型 国IV,长安,CS35,长安-CS35,中,9.75,9.9485,保定,0.66,<1万,8-10年,燃油,低里程,极端低价,True,,7.29,0.72,0.0994,0.55,0.68,0.52,0.92,True,True,0.05999999999999994,9.090909090909081,brand_series,长安-CS35,Exponential(segmented),curve,curve,curve,False,,lightgbm,False,True,,7.29,0.96,0.1321,0.77,0.94,0.76,1.16,False,False,0.29999999999999993,45.45454545454544,brand_series,长安-CS35,LightGBM,lightgbm,lightgbm,lightgbm,False,
126,curve,True,本田/思域/2014款 1.8 自动 经典版Lxi,本田,思域,本田-思域,中,11.0,16.0973,武汉,2.1,1-3万,>10年,燃油,高里程,中间价,True,,12.98,2.42,0.1861,2.06,2.51,2.17,2.65,True,False,0.31999999999999984,15.238095238095232,brand_series,本田-思域,Polynomial(segmented),curve,curve,curve,False,,lightgbm,False,True,,12.98,2.4,0.1852,2.05,2.5,2.16,2.63,True,False,0.2999999999999998,14.285714285714276,brand_series,本田-思域,LightGBM,lightgbm,lightgbm,lightgbm,False,
127,curve,True,"中升车源
宝马/3系/2023款 320Li M运动套装","中升车源
宝马",3系,"中升车源
宝马-3系",优,2.17,2.6132,深圳,17.89,10-20万,0-3年,燃油,低里程,极端高价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
128,curve,True,"中升车源
东风风行/风行T5 Evo/2021款 1.5TD 自动 DCT星耀版","中升车源
东风风行",风行T5 Evo,"中升车源
东风风行-风行T5 Evo",差,4.0,10.5941,成都,3.67,3-5万,3-5年,新能源,高里程,中间价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
129,curve,True,宝马/X3(进口）/2013款 2.0T 自动 20i豪华型 改款 (进口),宝马,X3(进口）,宝马-X3(进口）,中,12.33,25.0095,深圳,3.08,3-5万,>10年,燃油,高里程,中间价,True,,58.58,4.73,0.0808,4.12,4.94,4.29,5.15,False,False,1.6500000000000004,53.571428571428584,car_type,轿车-中大型车-合资,Polynomial,curve,curve,curve,False,,lightgbm,False,True,,58.58,3.66,0.0626,3.17,3.83,3.31,4.0,False,False,0.5800000000000001,18.83116883116883,car_type,轿车-中大型车-合资,LightGBM,lightgbm,lightgbm,lightgbm,False,
130,curve,True,岚图汽车/岚图追光/2023款 四驱旗舰版,岚图汽车,岚图追光,岚图汽车-岚图追光,中,1.92,1.7907,武汉,9.05,5-10万,0-3年,燃油,低里程,中间价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
131,curve,True,本田/杰德/2014款 1.8 自动 舒适精英版5座,本田,杰德,本田-杰德,差,10.33,18.5488,杭州,2.83,1-3万,>10年,燃油,高里程,中间价,True,,15.78,3.55,0.2252,2.67,3.21,2.78,3.35,True,True,0.7199999999999998,25.441696113074197,brand_series,本田-杰德,Polynomial(segmented),curve,curve,curve,False,,lightgbm,False,True,,15.78,3.22,0.2043,2.41,2.9,2.52,3.03,True,True,0.3900000000000001,13.780918727915198,brand_series,本田-杰德,LightGBM,lightgbm,lightgbm,lightgbm,False,
132,curve,True,北汽威旺/威旺M20/2014款 1.5 手动 实用型BJ415A,北汽威旺,威旺M20,北汽威旺-威旺M20,优,10.08,5.7418,江门,0.47,<1万,>10年,燃油,低里程,极端低价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
133,curve,True,奔驰/C级/2022款 1.5T 自动 改款 C260L 运动版,奔驰,C级,奔驰-C级,优,3.67,3.7258,北京,19.0,10-20万,3-5年,燃油,低里程,极端高价,True,,37.22,17.05,0.458,17.57,18.82,17.78,19.04,False,True,1.9499999999999993,10.263157894736837,brand_series,奔驰-C级,Exponential(segmented),curve,curve,curve,False,,lightgbm,False,True,,37.22,17.11,0.4598,17.64,18.9,17.85,19.11,False,True,1.8900000000000006,9.947368421052634,brand_series,奔驰-C级,LightGBM,lightgbm,lightgbm,lightgbm,False,
134,curve,True,雪佛兰/科鲁兹三厢/2013款 1.8 自动 SE,雪佛兰,科鲁兹三厢,雪佛兰-科鲁兹三厢,中,11.67,8.5646,武汉,0.7,<1万,>10年,燃油,低里程,极端低价,True,,14.09,1.67,0.1187,1.4,1.71,1.47,1.87,False,False,0.97,138.57142857142856,car_type,轿车-紧凑型车-合资,Polynomial,curve,curve,curve,False,,lightgbm,False,True,,14.09,1.61,0.1146,1.35,1.65,1.42,1.8,False,False,0.9100000000000001,130.00000000000003,car_type,轿车-紧凑型车-合资,LightGBM,lightgbm,lightgbm,lightgbm,False,
135,curve,True,陆风/X5/2013款 2.0T 手动 创行版,陆风,X5,陆风-X5,优,10.83,4.4658,广州,0.42,<1万,>10年,燃油,低里程,极端低价,True,,13.98,1.29,0.0924,1.25,1.37,1.26,1.58,False,False,0.8700000000000001,207.14285714285717,car_type,SUV-紧凑型车-国产,Exponential,curve,curve,curve,False,,lightgbm,False,True,,13.98,0.92,0.0658,0.86,0.94,0.81,1.21,False,False,0.5,119.04761904761905,car_type,SUV-紧凑型车-国产,LightGBM,lightgbm,lightgbm,lightgbm,False,
136,curve,True,日产/奇骏/2014款 2.5 自动 XL豪华版四驱,日产,奇骏,日产-奇骏,中,9.0,16.21,北京,5.35,5-10万,8-10年,燃油,高里程,中间价,True,,22.88,4.64,0.2026,4.04,4.84,4.21,5.05,False,False,0.71,13.271028037383179,brand_series,日产-奇骏,Exponential(segmented),curve,curve,curve,False,,lightgbm,False,True,,22.88,4.64,0.2026,4.04,4.84,4.21,5.05,False,False,0.71,13.271028037383179,brand_series,日产-奇骏,LightGBM,lightgbm,lightgbm,lightgbm,False,
137,curve,True,"中升车源
丰田/RAV4荣放/2013款 2.0L 自动 CVT四驱新锐版","中升车源
丰田",RAV4荣放,"中升车源
丰田-RAV4荣放",差,12.25,24.9388,苏州,3.36,3-5万,>10年,燃油,高里程,中间价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
138,curve,True,现代/名图/2016款 1.8 自动 尊贵型DLX,现代,名图,现代-名图,中,10.17,8.4643,邢台,2.8,1-3万,>10年,燃油,低里程,中间价,True,,15.98,2.49,0.1557,2.13,2.59,2.24,2.73,False,False,0.3099999999999996,11.071428571428559,brand_series,现代-名图,Power(segmented),curve,curve,curve,False,,lightgbm,False,True,,15.98,2.32,0.1452,1.98,2.41,2.09,2.54,False,False,0.48,17.142857142857142,brand_series,现代-名图,LightGBM,lightgbm,lightgbm,lightgbm,False,
139,curve,True,大众/迈腾/2012款 1.8T 自动 豪华型 改款,大众,迈腾,大众-迈腾,差,13.17,18.5341,北京,1.98,1-3万,>10年,燃油,高里程,中间价,True,,21.98,1.96,0.0893,1.43,1.73,1.48,1.96,False,False,0.020000000000000018,1.010101010101011,brand_series,大众-迈腾,Polynomial(segmented),curve,curve,curve,False,,lightgbm,False,True,,21.98,2.13,0.0968,1.56,1.89,1.65,2.04,False,True,0.1499999999999999,7.575757575757572,brand_series,大众-迈腾,LightGBM,lightgbm,lightgbm,lightgbm,False,
140,curve,True,雷克萨斯/GS/2005款 4.3 自动 430 (进口),雷克萨斯,GS,雷克萨斯-GS,差,20.25,32.6315,云浮,3.06,3-5万,>10年,燃油,高里程,中间价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
141,curve,True,丰田/卡罗拉/2014款 1.6 自动 GL,丰田,卡罗拉,丰田-卡罗拉,中,9.25,9.8251,天津,3.13,3-5万,8-10年,燃油,低里程,中间价,True,,13.68,3.18,0.2326,2.75,3.32,2.87,3.48,True,True,0.050000000000000266,1.5974440894568775,brand_series,丰田-卡罗拉,Power(segmented),curve,curve,curve,False,,lightgbm,False,True,,13.68,3.23,0.2362,2.79,3.38,2.92,3.53,True,True,0.10000000000000009,3.1948881789137404,brand_series,丰田-卡罗拉,LightGBM,lightgbm,lightgbm,lightgbm,False,
142,curve,True,雷克萨斯/NX/2020款 2.5 自动 300h锋尚版前驱 混动 国VI (进口),雷克萨斯,NX,雷克萨斯-NX,优,5.08,1.5601,北京,18.54,10-20万,5-8年,新能源,低里程,极端高价,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,,lightgbm,False,False,无法预测：无适用模型且无相似车辆数据,0.0,,,,,,,False,False,,,,,,,,,False,
